Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue
24/06/2014,24,June,2014,38,Adults (35-64),F,France,Somme,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,636,1266,1902
24/06/2016,24,June,2016,38,Adults (35-64),F,France,Somme,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,636,1266,1902
18/06/2014,18,June,2014,28,Young Adults (25-35),M,France,Yveline,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,492,1252,1744
18/06/2016,18,June,2016,28,Young Adults (25-35),M,France,Yveline,Bikes,Mountain Bikes,"Mountain-200 Black, 38",2,1252,2295,984,2504,3488
11/05/2013,11,May,2013,28,Young Adults (25-35),F,France,Loiret,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,799,1266,2065
11/05/2015,11,May,2015,28,Young Adults (25-35),F,France,Loiret,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,799,1266,2065
04/07/2013,4,July,2013,28,Young Adults (25-35),F,France,Loiret,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,799,1266,2065
04/07/2015,4,July,2015,28,Young Adults (25-35),F,France,Loiret,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,799,1266,2065
13/09/2013,13,September,2013,28,Young Adults (25-35),F,France,Loiret,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,799,1266,2065
13/09/2015,13,September,2015,28,Young Adults (25-35),F,France,Loiret,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,799,1266,2065
25/12/2013,25,December,2013,45,Adults (35-64),F,France,Yveline,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,497,1266,1763
25/12/2015,25,December,2015,45,Adults (35-64),F,France,Yveline,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,497,1266,1763
14/12/2013,14,December,2013,48,Adults (35-64),M,France,Moselle,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,776,1266,2042
14/12/2015,14,December,2015,48,Adults (35-64),M,France,Moselle,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,776,1266,2042
28/11/2013,28,November,2013,29,Young Adults (25-35),M,France,Seine et Marne,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,636,1266,1902
28/11/2015,28,November,2015,29,Young Adults (25-35),M,France,Seine et Marne,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,636,1266,1902
29/11/2013,29,November,2013,33,Young Adults (25-35),M,France,Val de Marne,Bikes,Mountain Bikes,"Mountain-400-W Silver, 40",1,420,769,188,420,608
29/11/2015,29,November,2015,33,Young Adults (25-35),M,France,Val de Marne,Bikes,Mountain Bikes,"Mountain-400-W Silver, 40",1,420,769,188,420,608
04/12/2013,4,December,2013,34,Young Adults (25-35),F,France,Loiret,Bikes,Mountain Bikes,"Mountain-400-W Silver, 42",1,420,769,264,420,684
04/12/2015,4,December,2015,34,Young Adults (25-35),F,France,Loiret,Bikes,Mountain Bikes,"Mountain-400-W Silver, 42",1,420,769,264,420,684
31/12/9999,29,January,2014,23,Youth (<25),M,France,Pas de Calais,Bikes,Mountain Bikes,"Mountain-400-W Silver, 42",1,420,769,234,420,654
31/12/9999,29,January,2016,23,Youth (<25),M,France,Pas de Calais,Bikes,Mountain Bikes,"Mountain-400-W Silver, 42",2,420,769,467,840,1307
12/12/2013,12,December,2013,28,Young Adults (25-35),F,Germany,Brandenburg,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,1031,1266,2297
12/12/2015,12,December,2015,28,Young Adults (25-35),F,Germany,Brandenburg,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,1031,1266,2297
02/02/2014,2,February,2014,29,Young Adults (25-35),F,France,Somme,Bikes,Mountain Bikes,"Mountain-400-W Silver, 40",1,420,769,211,420,631
02/02/2016,2,February,2016,29,Young Adults (25-35),F,France,Somme,Bikes,Mountain Bikes,"Mountain-400-W Silver, 40",2,420,769,421,840,1261
07/04/2014,7,April,2014,25,Young Adults (25-35),M,France,Garonne (Haute),Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,905,1252,2157
07/04/2016,7,April,2016,25,Young Adults (25-35),M,France,Garonne (Haute),Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,905,1252,2157
18/11/2013,18,November,2013,27,Young Adults (25-35),F,France,Loiret,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,1252,2295,791,1252,2043
18/11/2015,18,November,2015,27,Young Adults (25-35),F,France,Loiret,Bikes,Mountain Bikes,"Mountain-200 Black, 46",2,1252,2295,1581,2504,4085
20/11/2013,20,November,2013,26,Young Adults (25-35),F,France,Moselle,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,768,1252,2020
20/11/2015,20,November,2015,26,Young Adults (25-35),F,France,Moselle,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,768,1252,2020
08/11/2013,8,November,2013,27,Young Adults (25-35),M,France,Loir et Cher,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,791,1252,2043
08/11/2015,8,November,2015,27,Young Adults (25-35),M,France,Loir et Cher,Bikes,Mountain Bikes,"Mountain-200 Black, 38",3,1252,2295,2372,3756,6128
27/08/2013,27,August,2013,24,Youth (<25),F,France,Seine et Marne,Bikes,Mountain Bikes,"Mountain-500 Silver, 52",1,308,565,155,308,463
27/08/2015,27,August,2015,24,Youth (<25),F,France,Seine et Marne,Bikes,Mountain Bikes,"Mountain-500 Silver, 52",2,308,565,311,616,927
24/01/2014,24,January,2014,33,Young Adults (25-35),M,France,Charente-Maritime,Bikes,Mountain Bikes,"Mountain-500 Silver, 52",1,308,565,246,308,554
24/01/2016,24,January,2016,33,Young Adults (25-35),M,France,Charente-Maritime,Bikes,Mountain Bikes,"Mountain-500 Silver, 52",1,308,565,246,308,554
23/01/2014,23,January,2014,33,Young Adults (25-35),M,France,Somme,Bikes,Mountain Bikes,"Mountain-500 Black, 52",1,295,540,148,295,443
23/01/2016,23,January,2016,33,Young Adults (25-35),M,France,Somme,Bikes,Mountain Bikes,"Mountain-500 Black, 52",3,295,540,443,885,1328
11/12/2013,11,December,2013,35,Adults (35-64),M,France,Loiret,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,799,1266,2065
11/12/2015,11,December,2015,35,Adults (35-64),M,France,Loiret,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,799,1266,2065
13/02/2014,13,February,2014,24,Youth (<25),F,France,Garonne (Haute),Bikes,Mountain Bikes,"Mountain-500 Silver, 52",1,308,565,223,308,531
13/02/2016,13,February,2016,24,Youth (<25),F,France,Garonne (Haute),Bikes,Mountain Bikes,"Mountain-500 Silver, 52",1,308,565,223,308,531
31/12/9999,5,February,2014,24,Youth (<25),F,France,Pas de Calais,Bikes,Mountain Bikes,"Mountain-500 Silver, 44",1,308,565,172,308,480
31/12/9999,5,February,2016,24,Youth (<25),F,France,Pas de Calais,Bikes,Mountain Bikes,"Mountain-500 Silver, 44",2,308,565,345,616,961
12/05/2014,12,May,2014,47,Adults (35-64),F,United States,Texas,Bikes,Mountain Bikes,"Mountain-400-W Silver, 38",1,420,769,203,420,623
12/05/2016,12,May,2016,47,Adults (35-64),F,United States,Texas,Bikes,Mountain Bikes,"Mountain-400-W Silver, 38",1,420,769,203,420,623
05/01/2014,5,January,2014,26,Young Adults (25-35),M,France,Charente-Maritime,Bikes,Mountain Bikes,"Mountain-400-W Silver, 38",1,420,769,334,420,754
05/01/2016,5,January,2016,26,Young Adults (25-35),M,France,Charente-Maritime,Bikes,Mountain Bikes,"Mountain-400-W Silver, 38",1,420,769,334,420,754
04/01/2014,4,January,2014,41,Adults (35-64),M,France,Seine et Marne,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,636,1266,1902
04/01/2016,4,January,2016,41,Adults (35-64),M,France,Seine et Marne,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",3,1266,2320,1909,3798,5707
01/02/2014,1,February,2014,41,Adults (35-64),M,France,Loiret,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,799,1266,2065
01/02/2016,1,February,2016,41,Adults (35-64),M,France,Loiret,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,799,1266,2065
20/02/2014,20,February,2014,41,Adults (35-64),M,France,Yveline,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,497,1266,1763
20/02/2016,20,February,2016,41,Adults (35-64),M,France,Yveline,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,497,1266,1763
26/04/2014,26,April,2014,41,Adults (35-64),M,France,Yveline,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,497,1266,1763
26/04/2016,26,April,2016,41,Adults (35-64),M,France,Yveline,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",2,1266,2320,994,2532,3526
25/02/2014,25,February,2014,27,Young Adults (25-35),M,France,Val de Marne,Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",1,420,769,188,420,608
25/02/2016,25,February,2016,27,Young Adults (25-35),M,France,Val de Marne,Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",1,420,769,188,420,608
28/06/2014,28,June,2014,32,Young Adults (25-35),F,France,Charente-Maritime,Bikes,Mountain Bikes,"Mountain-500 Silver, 44",1,308,565,246,308,554
28/06/2016,28,June,2016,32,Young Adults (25-35),F,France,Charente-Maritime,Bikes,Mountain Bikes,"Mountain-500 Silver, 44",1,308,565,246,308,554
03/04/2014,3,April,2014,29,Young Adults (25-35),F,France,Garonne (Haute),Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,915,1266,2181
03/04/2016,3,April,2016,29,Young Adults (25-35),F,France,Garonne (Haute),Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,915,1266,2181
04/04/2014,4,April,2014,31,Young Adults (25-35),F,France,Seine et Marne,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,636,1266,1902
04/04/2016,4,April,2016,31,Young Adults (25-35),F,France,Seine et Marne,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,636,1266,1902
17/06/2014,17,June,2014,31,Young Adults (25-35),F,France,Seine et Marne,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,636,1266,1902
17/06/2016,17,June,2016,31,Young Adults (25-35),F,France,Seine et Marne,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",3,1266,2320,1909,3798,5707
05/05/2014,5,May,2014,31,Young Adults (25-35),M,France,Somme,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,636,1266,1902
05/05/2016,5,May,2016,31,Young Adults (25-35),M,France,Somme,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,636,1266,1902
21/02/2014,21,February,2014,46,Adults (35-64),F,France,Yveline,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,1252,2295,492,1252,1744
21/02/2016,21,February,2016,46,Adults (35-64),F,France,Yveline,Bikes,Mountain Bikes,"Mountain-200 Black, 46",3,1252,2295,1477,3756,5233
01/02/2014,1,February,2014,42,Adults (35-64),M,France,Loiret,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,1252,2295,791,1252,2043
01/02/2016,1,February,2016,42,Adults (35-64),M,France,Loiret,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,1252,2295,791,1252,2043
02/02/2014,2,February,2014,42,Adults (35-64),F,France,Yveline,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,1252,2295,492,1252,1744
02/02/2016,2,February,2016,42,Adults (35-64),F,France,Yveline,Bikes,Mountain Bikes,"Mountain-200 Black, 46",3,1252,2295,1477,3756,5233
17/06/2014,17,June,2014,28,Young Adults (25-35),M,France,Loiret,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,799,1266,2065
17/06/2016,17,June,2016,28,Young Adults (25-35),M,France,Loiret,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,799,1266,2065
13/08/2013,13,August,2013,29,Young Adults (25-35),F,France,Val d'Oise,Bikes,Mountain Bikes,"Mountain-500 Silver, 42",1,308,565,138,308,446
13/08/2015,13,August,2015,29,Young Adults (25-35),F,France,Val d'Oise,Bikes,Mountain Bikes,"Mountain-500 Silver, 42",1,308,565,138,308,446
06/10/2013,6,October,2013,30,Young Adults (25-35),M,France,Somme,Bikes,Mountain Bikes,"Mountain-500 Black, 40",1,295,540,148,295,443
06/10/2015,6,October,2015,30,Young Adults (25-35),M,France,Somme,Bikes,Mountain Bikes,"Mountain-500 Black, 40",1,295,540,148,295,443
11/03/2014,11,March,2014,41,Adults (35-64),F,France,Seine et Marne,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,636,1266,1902
11/03/2016,11,March,2016,41,Adults (35-64),F,France,Seine et Marne,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",2,1266,2320,1273,2532,3805
11/03/2014,11,March,2014,42,Adults (35-64),M,France,Yveline,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,492,1252,1744
11/03/2016,11,March,2016,42,Adults (35-64),M,France,Yveline,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,492,1252,1744
24/03/2014,24,March,2014,44,Adults (35-64),M,France,Moselle,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,768,1252,2020
24/03/2016,24,March,2016,44,Adults (35-64),M,France,Moselle,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,768,1252,2020
04/04/2014,4,April,2014,40,Adults (35-64),F,France,Yveline,Bikes,Mountain Bikes,"Mountain-500 Silver, 44",1,308,565,121,308,429
04/04/2016,4,April,2016,40,Adults (35-64),F,France,Yveline,Bikes,Mountain Bikes,"Mountain-500 Silver, 44",1,308,565,121,308,429
29/01/2014,29,January,2014,30,Young Adults (25-35),M,France,Yveline,Bikes,Mountain Bikes,"Mountain-500 Silver, 48",1,308,565,121,308,429
29/01/2016,29,January,2016,30,Young Adults (25-35),M,France,Yveline,Bikes,Mountain Bikes,"Mountain-500 Silver, 48",1,308,565,121,308,429
04/06/2014,4,June,2014,28,Young Adults (25-35),M,Germany,Brandenburg,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,1031,1266,2297
04/06/2016,4,June,2016,28,Young Adults (25-35),M,Germany,Brandenburg,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,1031,1266,2297
03/05/2014,3,May,2014,28,Young Adults (25-35),M,France,Loir et Cher,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,799,1266,2065
03/05/2016,3,May,2016,28,Young Adults (25-35),M,France,Loir et Cher,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",3,1266,2320,2396,3798,6194
14/06/2014,14,June,2014,29,Young Adults (25-35),F,France,Charente-Maritime,Bikes,Mountain Bikes,"Mountain-400-W Silver, 42",1,420,769,334,420,754
14/06/2016,14,June,2016,29,Young Adults (25-35),F,France,Charente-Maritime,Bikes,Mountain Bikes,"Mountain-400-W Silver, 42",1,420,769,334,420,754
09/06/2014,9,June,2014,31,Young Adults (25-35),F,France,Garonne (Haute),Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,915,1266,2181
09/06/2016,9,June,2016,31,Young Adults (25-35),F,France,Garonne (Haute),Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,915,1266,2181
27/10/2013,27,October,2013,35,Adults (35-64),M,France,Charente-Maritime,Bikes,Mountain Bikes,"Mountain-500 Black, 48",1,295,540,234,295,529
27/10/2015,27,October,2015,35,Adults (35-64),M,France,Charente-Maritime,Bikes,Mountain Bikes,"Mountain-500 Black, 48",2,295,540,468,590,1058
17/05/2014,17,May,2014,41,Adults (35-64),M,France,Moselle,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,768,1252,2020
17/05/2016,17,May,2016,41,Adults (35-64),M,France,Moselle,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,768,1252,2020
23/05/2014,23,May,2014,50,Adults (35-64),M,France,Val de Marne,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,567,1266,1833
23/05/2016,23,May,2016,50,Adults (35-64),M,France,Val de Marne,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",3,1266,2320,1700,3798,5498
05/10/2013,5,October,2013,24,Youth (<25),M,France,Seine et Marne,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,636,1266,1902
05/10/2015,5,October,2015,24,Youth (<25),M,France,Seine et Marne,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",2,1266,2320,1273,2532,3805
30/11/2013,30,November,2013,24,Youth (<25),M,France,Charente-Maritime,Bikes,Mountain Bikes,"Mountain-500 Black, 44",1,295,540,234,295,529
30/11/2015,30,November,2015,24,Youth (<25),M,France,Charente-Maritime,Bikes,Mountain Bikes,"Mountain-500 Black, 44",1,295,540,234,295,529
22/05/2014,22,May,2014,44,Adults (35-64),F,France,Yveline,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,497,1266,1763
22/05/2016,22,May,2016,44,Adults (35-64),F,France,Yveline,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,497,1266,1763
03/05/2014,3,May,2014,37,Adults (35-64),F,France,Seine et Marne,Bikes,Mountain Bikes,"Mountain-400-W Silver, 42",1,420,769,211,420,631
03/05/2016,3,May,2016,37,Adults (35-64),F,France,Seine et Marne,Bikes,Mountain Bikes,"Mountain-400-W Silver, 42",2,420,769,421,840,1261
26/05/2013,26,May,2013,43,Adults (35-64),F,France,Moselle,Bikes,Mountain Bikes,"Mountain-500 Silver, 42",1,308,565,189,308,497
26/05/2015,26,May,2015,43,Adults (35-64),F,France,Moselle,Bikes,Mountain Bikes,"Mountain-500 Silver, 42",3,308,565,568,924,1492
17/08/2013,17,August,2013,43,Adults (35-64),F,France,Moselle,Bikes,Mountain Bikes,"Mountain-500 Silver, 42",1,308,565,189,308,497
17/08/2015,17,August,2015,43,Adults (35-64),F,France,Moselle,Bikes,Mountain Bikes,"Mountain-500 Silver, 42",1,308,565,189,308,497
13/11/2013,13,November,2013,43,Adults (35-64),F,France,Moselle,Bikes,Mountain Bikes,"Mountain-500 Silver, 42",1,308,565,189,308,497
13/11/2015,13,November,2015,43,Adults (35-64),F,France,Moselle,Bikes,Mountain Bikes,"Mountain-500 Silver, 42",1,308,565,189,308,497
09/01/2014,9,January,2014,43,Adults (35-64),F,France,Moselle,Bikes,Mountain Bikes,"Mountain-500 Silver, 42",1,308,565,189,308,497
09/01/2016,9,January,2016,43,Adults (35-64),F,France,Moselle,Bikes,Mountain Bikes,"Mountain-500 Silver, 42",2,308,565,378,616,994
05/02/2014,5,February,2014,43,Adults (35-64),F,France,Moselle,Bikes,Mountain Bikes,"Mountain-500 Silver, 42",1,308,565,189,308,497
05/02/2016,5,February,2016,43,Adults (35-64),F,France,Moselle,Bikes,Mountain Bikes,"Mountain-500 Silver, 42",1,308,565,189,308,497
22/06/2014,22,June,2014,43,Adults (35-64),F,France,Moselle,Bikes,Mountain Bikes,"Mountain-500 Silver, 42",1,308,565,189,308,497
22/06/2016,22,June,2016,43,Adults (35-64),F,France,Moselle,Bikes,Mountain Bikes,"Mountain-500 Silver, 42",3,308,565,568,924,1492
31/12/9999,26,June,2014,41,Adults (35-64),M,France,Pas de Calais,Bikes,Mountain Bikes,"Mountain-500 Black, 42",1,295,540,164,295,459
31/12/9999,26,June,2016,41,Adults (35-64),M,France,Pas de Calais,Bikes,Mountain Bikes,"Mountain-500 Black, 42",1,295,540,164,295,459
19/06/2014,19,June,2014,44,Adults (35-64),F,France,Val d'Oise,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,1252,2295,561,1252,1813
19/06/2016,19,June,2016,44,Adults (35-64),F,France,Val d'Oise,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,1252,2295,561,1252,1813
25/01/2013,25,January,2013,42,Adults (35-64),M,France,Val d'Oise,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,561,1252,1813
25/01/2015,25,January,2015,42,Adults (35-64),M,France,Val d'Oise,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,561,1252,1813
03/06/2014,3,June,2014,42,Adults (35-64),M,France,Val d'Oise,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,561,1252,1813
03/06/2016,3,June,2016,42,Adults (35-64),M,France,Val d'Oise,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,561,1252,1813
10/06/2014,10,June,2014,42,Adults (35-64),M,France,Val d'Oise,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,561,1252,1813
10/06/2016,10,June,2016,42,Adults (35-64),M,France,Val d'Oise,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,561,1252,1813
29/05/2013,29,May,2013,29,Young Adults (25-35),F,United States,Florida,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,928,1252,2180
29/05/2015,29,May,2015,29,Young Adults (25-35),F,United States,Florida,Bikes,Mountain Bikes,"Mountain-200 Black, 42",2,1252,2295,1857,2504,4361
24/05/2013,24,May,2013,27,Young Adults (25-35),M,United States,Illinois,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,868,1266,2134
24/05/2015,24,May,2015,27,Young Adults (25-35),M,United States,Illinois,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",3,1266,2320,2605,3798,6403
09/05/2013,9,May,2013,48,Adults (35-64),F,United States,Massachusetts,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,776,1266,2042
09/05/2015,9,May,2015,48,Adults (35-64),F,United States,Massachusetts,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,776,1266,2042
23/05/2013,23,May,2013,32,Young Adults (25-35),M,United States,Arizona,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",one,1266,2320,1054,1266,2320
23/05/2015,23,May,2015,32,Young Adults (25-35),M,United States,Arizona,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",three,1266,2320,3162,3798,6960
11/03/2012,11,March,2012,35,Adults (35-64),F,France,Seine et Marne,Bikes,Mountain Bikes,"Mountain-100 Black, 38",2,1898,3375,1739,3796,5535
11/03/2011,11,March,2011,35,Adults (35-64),F,France,Seine et Marne,Bikes,Mountain Bikes,"Mountain-100 Black, 38",4,1898,3375,3478,7592,11070
07/03/2012,7,March,2012,43,Adults (35-64),F,France,Val de Marne,Bikes,Mountain Bikes,"Mountain-100 Black, 44",2,1898,3375,1537,3796,5333
07/03/2011,7,March,2011,43,Adults (35-64),F,France,Val de Marne,Bikes,Mountain Bikes,"Mountain-100 Black, 44",2,1898,3375,1537,3796,5333
18/07/2012,18,July,2012,38,Adults (35-64),M,France,Yveline,Bikes,Mountain Bikes,"Mountain-200 Black, 38",2,1252,2295,984,2504,3488
18/07/2011,18,July,2011,38,Adults (35-64),M,France,Yveline,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,492,1252,1744
31/08/2012,31,August,2012,28,Young Adults (25-35),F,France,Seine et Marne,Bikes,Mountain Bikes,"Mountain-200 Black, 42",2,1252,2295,1260,2504,3764
31/08/2011,31,August,2011,28,Young Adults (25-35),F,France,Seine et Marne,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,630,1252,1882
23/10/2013,23,October,2013,28,Young Adults (25-35),F,France,Seine et Marne,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,636,1266,1902
23/10/2015,23,October,2015,28,Young Adults (25-35),F,France,Seine et Marne,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,636,1266,1902
17/05/2014,17,May,2014,28,Young Adults (25-35),F,France,Seine et Marne,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,636,1266,1902
17/05/2016,17,May,2016,28,Young Adults (25-35),F,France,Seine et Marne,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,636,1266,1902
31/05/2014,31,May,2014,28,Young Adults (25-35),F,France,Seine et Marne,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,636,1266,1902
31/05/2016,31,May,2016,28,Young Adults (25-35),F,France,Seine et Marne,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",2,1266,2320,1273,2532,3805
29/08/2012,29,August,2012,29,Young Adults (25-35),F,France,Loiret,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",2,1266,2320,1598,2532,4130
29/08/2011,29,August,2011,29,Young Adults (25-35),F,France,Loiret,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",3,1266,2320,2396,3798,6194
06/08/2012,6,August,2012,23,Youth (<25),F,France,Yveline,Bikes,Mountain Bikes,"Mountain-200 Black, 46",2,1252,2295,984,2504,3488
06/08/2011,6,August,2011,23,Youth (<25),F,France,Yveline,Bikes,Mountain Bikes,"Mountain-200 Black, 46",4,1252,2295,1969,5008,6977
13/09/2012,13,September,2012,24,Youth (<25),F,France,Charente-Maritime,Bikes,Mountain Bikes,"Mountain-200 Black, 42",2,1252,2295,1994,2504,4498
13/09/2011,13,September,2011,24,Youth (<25),F,France,Charente-Maritime,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,997,1252,2249
18/09/2012,18,September,2012,25,Young Adults (25-35),M,France,Seine et Marne,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",2,1266,2320,1273,2532,3805
18/09/2011,18,September,2011,25,Young Adults (25-35),M,France,Seine et Marne,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",4,1266,2320,2546,5064,7610
14/09/2012,14,September,2012,27,Young Adults (25-35),F,France,Yveline,Bikes,Mountain Bikes,"Mountain-200 Black, 38",2,1252,2295,984,2504,3488
14/09/2011,14,September,2011,27,Young Adults (25-35),F,France,Yveline,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,492,1252,1744
04/03/2014,4,March,2014,27,Young Adults (25-35),F,France,Yveline,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,492,1252,1744
04/03/2016,4,March,2016,27,Young Adults (25-35),F,France,Yveline,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,492,1252,1744
16/10/2012,16,October,2012,46,Adults (35-64),F,France,Val de Marne,Bikes,Mountain Bikes,"Mountain-200 Black, 46",2,1252,2295,1122,2504,3626
16/10/2011,16,October,2011,46,Adults (35-64),F,France,Val de Marne,Bikes,Mountain Bikes,"Mountain-200 Black, 46",4,1252,2295,2244,5008,7252
09/10/2012,9,October,2012,46,Adults (35-64),M,France,Moselle,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",2,1266,2320,1551,2532,4083
09/10/2011,9,October,2011,46,Adults (35-64),M,France,Moselle,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",2,1266,2320,1551,2532,4083
16/12/2012,16,December,2012,27,Young Adults (25-35),F,France,Seine et Marne,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",2,1266,2320,1273,2532,3805
